,ID,ra,dec,pmRA,pmDEC,Tmag,objType,typeSrc,version,HIP,TYC,UCAC,TWOMASS,SDSS,ALLWISE,GAIA,APASS,KIC,POSflag,e_pmRA,e_pmDEC,PMflag,plx,e_plx,PARflag,gallong,gallat,eclong,eclat,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,TWOMflag,prox,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag,GAIAmag,e_GAIAmag,e_Tmag,TESSflag,SPFlag,Teff,e_Teff,logg,e_logg,MH,e_MH,rad,e_rad,mass,e_mass,rho,e_rho,lumclass,lum,e_lum,d,e_d,ebv,e_ebv,numcont,contratio,disposition,duplicate_id,priority,dstArcSec,EPIC,rafloat,decfloat,InvestigationIDs
123,4602731,348.9129,-11.4926,19.0,52.0,14.046,STAR,2mass,20180610,,,393-135149,23153910-1129333,,J231539.13-112932.9,,7403093,,2mass,8.0,8.0,sblink,,,,63.084835,-62.613603,345.307689,-6.190878,17.354,0.412,15.972,0.152,,,,,,,,,,,12.684,0.024,12.109,0.026,11.889,0.026,AAA-222-111-000-0-0,48.2,11.745,0.023,11.625,0.022,11.311,0.204,8.837,,,,0.069,cdwrf,cdwrf,3678.0,67.0,4.78595,0.354187,,,0.481,0.073,0.515,0.094,4.62777,2.10703,DWARF,0.0381444842,0.01157816,266.962341,,0.0332943,,29.0,0.000265958282,,,0.000319317449,0.21200241722870336,245934486.0,348.91296,-11.492602999999999,GO19063_LC|GO19067_LC|GO19068_LC
124,4602734,348.873779,-11.488512,69.5,-61.04,12.068,STAR,2mass,20180610,,,393-135145,23152970-1129185,,J231529.75-112919.3,2413420635624585088,7403004,,tmgaia,2.0,2.0,sblink,,,,63.04026,-62.58096,345.273839,-6.172067,13.646,0.043,12.921,0.092,,,,,,,,,,,11.401,0.021,10.996,0.023,10.932,0.021,AAA-222-111-000-0-0,30.7,10.892,0.023,10.964,0.021,10.973,0.139,8.775,,12.563,0.000450735,0.017,gaiaj,splin,5244.0,183.0,4.45168,2.00378,,,0.932197,0.932197,0.8959195,0.11019,1.10598,3.31793,DWARF,0.592053533,0.592053533,296.307,,0.0338743,,21.0,0.00934567,,,0.000464156154,0.14990642932988474,245934571.0,348.8738,-11.488548,GO19049_LC|GO19065_LC|GO19067_LC
125,4582629,348.602547,-11.470472,5.1134,-7.06144,12.239,STAR,2mass,20180610,,,393-135109,23142461-1128136,,J231424.60-112813.6,2413446645946528896,7402401,,tmgaia,2.24053,2.24052,hsoy,,,,62.716103,-62.360662,345.035066,-6.051185,14.786,0.021,13.518,0.114,,,,,,,,,,,11.222,0.024,10.505,0.023,10.369,0.022,AAA-222-111-000-0-0,9.1,10.282,0.022,10.42,0.02,10.186,0.083,8.558,,12.9835,0.000550449,0.018,gaiaj,,4266.8,77.0,0.23,,-1.22,0.17,,,,,,,GIANT,,,,,0.0344041,,,,,,,0.09575947413225543,245934982.0,348.60254,-11.470446,GO19067_LC|GO19068_LC
126,4602527,348.727679,-11.466406,-24.2876,-30.3138,14.226,STAR,2mass,20180610,,,393-135129,23145464-1127590,,J231454.62-112758.9,2413401359811459968,7402681,,tmgaia,2.24053,2.24052,hsoy,,,,62.8862,-62.454728,345.150114,-6.095544,17.155,0.115,15.493,0.092,,,,,,,,,,,13.094,0.029,12.502,0.029,12.396,0.034,AAA-222-111-000-0-0,87.3,12.192,0.023,12.205,0.024,12.306,0.472,8.941,,15.0464,0.00157415,0.019,gaiaj,splin,4269.0,173.0,4.5782,0.227153,,,0.695496,0.0677625,0.667359948,0.0779056,1.9837,0.579819,DWARF,0.144740015,0.0282041747,,,0.0332,,21.0,2.41448646e-07,,,,0.1732627063506457,245935059.0,348.72763,-11.466409,GO19067_LC|GO19068_LC
127,4602741,348.905268,-11.463346,-0.534247,-2.55538,14.729,STAR,2mass,20180610,,,393-135148,23153726-1127480,,J231537.26-112748.2,2413421151021001088,7403068,,tmgaia,2.22029,2.22029,hsoy,,,,63.124679,-62.589612,345.312323,-6.161036,16.745,0.143,15.96,0.126,,,,,,,,,,,13.917,0.028,13.352,0.034,13.28,0.035,AAA-222-111-000-0-0,46.8,13.228,0.025,13.299,0.033,11.756,,8.835,,15.3296,0.00185007,0.019,gaiaj,,4441.0,168.0,,,,,,,,,,,GIANT,,,,,,,,,,,,0.15927638499703425,245935122.0,348.90527000000003,-11.463389999999999,GO19067_LC|GO19068_LC
128,4582435,348.554044,-11.448995,14.701,-4.54878,12.093,STAR,2mass,20180610,,,393-135105,23141296-1126563,,J231412.97-112656.4,2413447642379192576,7402291,,tmgaia,2.24055,2.24053,hsoy,,,,62.689563,-62.309975,344.99956,-6.01279,14.748,0.051,13.372,0.126,,,,,,,,,,,11.07,0.023,10.445,0.023,10.291,0.021,AAA-222-111-000-0-0,38.5,10.211,0.022,10.288,0.021,10.27,0.087,9.016,,12.8407,0.000514171,0.018,gaiaj,,4160.0,166.0,,,,,,,,,,,GIANT,,,,,0.0356373,,,,,,,0.021606474150046087,245935420.0,348.55405,-11.448996000000001,GO19067_LC|GO19068_LC
129,4582433,348.563289,-11.443329,-6.64106,-12.1497,14.593,STAR,2mass,20180610,,,393-135106,23141518-1126359,,J231415.17-112636.1,2413447745458412288,7402311,,tmgaia,2.24052,2.24052,hsoy,,,,62.711174,-62.313631,345.010175,-6.01113,16.234,0.114,15.374,0.046,,,,,,,,,,,13.915,0.029,13.481,0.034,13.397,0.044,AAA-222-111-000-0-0,38.5,13.299,0.024,13.343,0.034,12.43,,8.945,,15.0955,0.00161819,0.02,gaiaj,splin,5157.0,182.0,4.46819,2.00362,,,0.902317,0.902317,0.871934235,0.105042,1.18688,3.56064,DWARF,0.518801868,0.518801868,844.287,,0.0354,,15.0,0.231879488,,,,0.10998200456939879,245935535.0,348.56326,-11.44334,GO19011_LC|GO19067_LC|GO19068_LC
130,4602521,348.704206,-11.438548,,,17.442,STAR,2mass,20180610,,,,23144900-1126187,,J231448.96-112618.9,,,,2mass,,,,,,,62.902872,-62.419432,345.139823,-6.060894,18.742,0.14,,,,,,,,,,,,,16.464,0.133,15.887,0.17,15.036,0.14,BCB-222-111-000-0-0,57.3,14.563,0.03,14.321,0.054,11.888,,8.282,,,,0.191,bpjk,,3964.0,170.0,,,,,,,,,,,,,,,,,,,,,,,0.021198509494262524,245935632.0,348.7042,-11.438547999999999,GO19059_LC
131,4582637,348.65695,-11.428698,10.0732,-19.7484,13.228,STAR,2mass,20180610,,,393-135119,23143766-1125432,,J231437.67-112543.6,2413448329573959296,7402533,,tmgaia,2.24052,2.24052,hsoy,,,,62.857893,-62.376911,345.100864,-6.033666,14.473,0.046,13.912,0.114,,,,,,,,,,,12.677,0.025,12.358,0.027,12.31,0.03,AAA-222-111-000-0-0,47.8,12.272,0.023,12.319,0.024,11.679,0.243,8.928,,13.6348,0.000754799,0.019,gaiaj,splin,5765.0,188.0,4.34773,,,,1.12781,1.12781,1.03223622,0.123586,0.719561,0.719561,DWARF,1.26580393,1.26580393,700.708,,0.0330517,,19.0,,,,,0.12449461399522509,245935840.0,348.65692,-11.428716,GO19049_LC|GO19067_LC
132,4610935,348.97706,-11.423833,,,16.962,STAR,2mass,20180610,,,,23155449-1125257,,J231554.49-112525.7,,,,2mass,,,,,,,63.286913,-62.620275,345.393017,-6.152326,17.848,0.103,,,,,,,,,,,,,16.121,0.095,15.186,0.092,14.764,0.111,AAB-222-111-000-0-0,80.7,14.367,0.029,13.968,0.041,10.11,0.06,8.561,0.403,,,0.165,bpjk,,4215.0,172.0,,,,,,,,,,,,,,,,,,,,,,,0.03529414407069871,245935942.0,348.97705,-11.423833,GO19059_LC
133,4602511,348.803284,-11.418422,20.5568,-28.5157,15.487,STAR,2mass,20180610,,,393-135136,23151278-1125062,,J231512.80-112506.6,2413424930592141824,,,tmgaia,2.24707,2.24707,hsoy,,,,63.066905,-62.483312,345.237595,-6.080483,17.298,0.054,16.719,1.133,,,,,,,,,,,14.696,0.04,14.186,0.049,14.099,0.061,AAA-222-111-000-0-0,13.6,14.077,0.028,14.155,0.048,12.23,,9.036,,16.0718,0.00291997,0.023,gaiaj,,4557.0,176.0,,,,,,,,,,,DWARF,,,,,,,,,,,,0.18798525085979248,245936042.0,348.80325,-11.418462,GO19067_LC|GO19068_LC
134,4582639,348.599813,-11.414881,4.86598,-0.863694,17.426,STAR,2mass,20180610,,,,23142395-1124535,,J231423.95-112453.6,2413449222927168768,,,tmgaia,2.29418,2.29379,hsoy,,,,62.806886,-62.324306,345.054505,-5.998995,18.452,0.081,,,,,,,,,,,,,15.532,0.072,14.938,0.083,14.48,0.099,AAA-222-111-000-0-0,103.6,14.142,0.028,14.063,0.045,12.472,,8.531,,18.7007,0.0224351,0.038,gaiaj,,4125.0,171.0,,,,,,,,,,,DWARF,,,,,,,,,,,,0.024712030327589833,245936111.0,348.59982,-11.414881,GO19059_LC
135,4610933,349.047979,-11.410536,41.69,16.9,14.626,STAR,2mass,20180610,,,393-135162,23161151-1124379,,J231611.54-112437.7,2413422284892388480,7403405,,tmgaia,2.0,2.0,sblink,,,,63.403665,-62.666436,345.462571,-6.167401,17.141,0.098,16.013,0.057,,,,,,,,,,,13.657,0.027,13.001,0.028,12.865,0.03,AAA-222-111-000-0-0,40.6,12.835,0.024,12.847,0.029,12.189,,8.805,,15.3369,0.00185796,0.019,gaiaj,,4176.0,172.0,,,,,,,,,,,DWARF,,,424.727,,0.0329,,16.0,0.00157737522,,,,0.10809114295743502,245936182.0,349.04797,-11.410507,GO19067_LC|GO19068_LC
136,4610932,348.952151,-11.406199,,,16.99,STAR,2mass,20180610,,,,23154851-1124223,,J231548.52-112422.1,,,,2mass,,,,,,,63.283966,-62.590187,345.377397,-6.126521,18.092,0.107,,,,,,,,,,,,,16.104,0.099,15.475,0.123,14.792,0.122,ABB-222-111-000-0-0,51.4,14.287,0.029,14.035,0.043,10.862,0.115,8.178,0.283,,,0.168,bpjk,,4174.0,172.0,,,,,,,,,,,,,,,,,,,,,,,0.003690464624305094,245936260.0,348.95215,-11.406199,GO19059_LC
137,4611179,349.06342,-11.387954,4.27741,-3.93397,13.104,STAR,2mass,20180610,,,394-128691,23161522-1123166,,J231615.21-112316.7,2413422491050705280,7403446,,tmgaia,2.22029,2.22029,hsoy,,,,63.46267,-62.664209,345.485494,-6.15258,15.021,0.054,14.199,0.183,,,,,,,,,,,12.307,0.025,11.774,0.024,11.718,0.025,AAA-222-111-000-0-0,43.4,11.636,0.022,11.743,0.022,11.595,0.251,8.954,,13.6944,0.000777291,0.018,gaiaj,,4605.0,169.0,,,,,,,,,,,GIANT,,,,,0.0330362,,,,,,,0.07064124739064524,245936631.0,349.0634,-11.387953,GO19067_LC|GO19068_LC
138,4602757,348.82717,-11.383778,8.6688,-20.8884,15.216,STAR,2mass,20180610,,,394-128665,23151852-1123015,,J231518.52-112301.9,2413425583427284608,7402888,,tmgaia,2.24053,2.24052,hsoy,,,,63.157157,-62.480219,345.272924,-6.057807,17.55,0.048,16.345,1.133,,,,,,,,,,,14.366,0.034,13.798,0.038,13.822,0.056,AAA-222-111-000-0-0,38.0,13.681,0.026,13.805,0.039,12.41,,8.337,,15.8432,0.00252288,0.021,gaiaj,,4636.0,176.0,,,,,,,,,,,DWARF,,,,,,,,,,,,0.04378762136382009,245936720.0,348.82718,-11.383785000000001,GO19067_LC|GO19068_LC
139,4610924,349.0534,-11.381,62.44,-48.58,16.303,STAR,2mass,20180610,,,,23161281-1122516,,J231612.86-112252.1,2413423246965077632,,,tmgaia,2.0,2.0,sblink,,,,63.461179,-62.652193,345.479155,-6.142326,21.071,0.163,19.89,0.2,,,,,,,,,,,14.349,0.033,13.698,0.033,13.374,0.04,AAA-222-111-000-0-0,35.6,13.212,0.023,13.016,0.028,11.708,0.281,8.835,,17.6125,0.00899405,0.062,cdwrf,cdwrf,2955.0,96.0,5.13527,0.496238,,,0.154,0.032,0.118,0.032,32.3087,20.1405,DWARF,0.00162916887,0.0006770572,,,,,19.0,0.4333979,,,0.000230157151,0.07956439637017322,245936776.0,349.05338,-11.38101,GO19063_LC
140,4602758,348.837998,-11.38019,6.039,-7.98455,13.538,STAR,2mass,20180610,,,394-128666,23152111-1122486,,J231521.11-112248.9,2413425377268728064,7402922,,tmgaia,2.24052,2.24052,hsoy,,,,63.177502,-62.486319,345.284159,-6.058672,15.271,0.08,14.544,0.183,,,,,,,,,,,12.812,0.027,12.348,0.025,12.272,0.03,AAA-222-111-000-0-0,29.7,12.189,0.022,12.246,0.024,11.991,0.363,8.846,,14.0761,0.000940823,0.019,gaiaj,,4859.0,179.0,,,,,,,,,,,DWARF,,,,,0.0354552,,,,,,,0.0941436264428856,245936793.0,348.83797999999996,-11.380208999999999,GO19067_LC|GO19068_LC
141,4610920,348.933938,-11.349473,-8.22053,1.69104,14.421,STAR,2mass,20180610,,,394-128676,23154414-1120581,,J231544.13-112057.9,2413426339341539712,7403144,,tmgaia,2.22029,2.22029,hsoy,,,,63.356282,-62.540928,345.38328,-6.06734,16.891,0.034,15.659,0.069,,,,,,,,,,,13.482,0.027,12.843,0.028,12.74,0.032,AAA-222-111-000-0-0,68.3,12.706,0.023,12.794,0.027,12.359,,8.845,,15.1112,0.00163259,0.019,gaiaj,,4266.0,167.0,,,,,,,,,,,GIANT,,,,,,,,,,,,0.1598130787406931,245937414.0,348.93396,-11.349434,GO19067_LC|GO19068_LC
142,4611188,349.112352,-11.342385,-13.3396,-7.14283,11.916,STAR,2mass,20180610,,,394-128695,23162696-1120325,,J231626.94-112032.7,2413428916321778688,7403544,,tmgaia,0.971662,1.01676,hsoy,,,,63.605426,-62.673254,345.547869,-6.12952,13.045,0.03,12.607,0.092,,,,,,,,,,,11.399,0.024,11.154,0.022,11.105,0.024,AAA-222-111-000-0-0,46.1,11.061,0.022,11.101,0.021,11.219,0.195,8.853,,12.2975,0.000397746,0.018,gaiaj,splin,5864.0,190.0,4.32938,2.00354,,,1.16754,1.16754,1.06046891,0.126197,0.666321,1.99896,DWARF,1.4521575,1.4521575,446.069,,0.0324108,,14.0,0.00275104912,,,0.0003624158,0.06638756463753678,245937556.0,349.11234,-11.342399,GO19049_LC|GO19065_LC|GO19067_LC
143,4610915,348.986115,-11.332473,10.5356,-20.7096,14.74,STAR,2mass,20180610,,,394-128686,23155666-1119568,,J231556.65-111957.1,2413426614219452928,7403269,,tmgaia,2.22029,2.22029,hsoy,,,,63.454277,-62.570361,345.437308,-6.07179,16.855,0.036,15.769,0.137,,,,,,,,,,,13.874,0.028,13.315,0.032,13.211,0.039,AAA-222-111-000-0-0,43.6,13.093,0.023,13.14,0.032,12.338,,8.858,,15.3788,0.00190396,0.019,gaiaj,,4607.0,176.0,,,,,,,,,,,DWARF,,,578.186,,0.0353,,16.0,0.006118961,,,,0.33622454271579205,245937765.0,348.98602,-11.332466,GO19067_LC|GO19068_LC
144,4602767,348.896881,-11.330567,,,18.049,STAR,2mass,20180610,,,,23153525-1119500,,J231535.28-111950.4,,,,2mass,,,,,,,63.339355,-62.500721,345.357139,-6.035689,20.249,0.166,,,,,,,,,,,,,16.754,0.159,15.995,0.195,15.132,0.154,CCB-222-111-000-0-0,21.4,14.943,0.037,14.511,0.061,12.429,,8.174,,,,0.213,bpjk,,3460.0,165.0,,,,,,,,,,,,,,,,,,,,,,,0.0036025189111048,245937809.0,348.89687999999995,-11.330567,GO19059_LC
145,4602768,348.8498,-11.3287,59.85,9.92,13.522,STAR,2mass,20180610,,,394-128667,23152395-1119431,,J231523.99-111943.1,2413474236816831872,7402957,,tmgaia,2.0,2.0,sblink,,,,63.280377,-62.463411,345.31518,-6.015854,16.548,0.153,15.117,0.073,,,,,,,,,,,12.325,0.026,11.67,0.022,11.529,0.026,AAA-222-111-000-0-0,54.4,11.406,0.023,11.326,0.021,11.442,0.217,8.456,,14.2984,0.00105408,0.04,cdwrf,cdwrf,3978.0,74.0,4.68188,0.328333,,,0.618,0.087,0.669,0.113,2.8344,1.19705,DWARF,0.08616497,0.0242600422,266.078949,,0.0358146,,17.0,0.006543058,,,0.00034362587,0.053279999987220265,245937844.0,348.8498,-11.328685,GO19063_LC|GO19067_LC|GO19068_LC
146,4602774,348.851419,-11.313646,10.8965,-21.5321,12.2,STAR,2mass,20180610,,,394-128669,23152433-1118491,,J231524.34-111849.4,2413474236816685056,7402961,,tmgaia,1.00263,1.00252,hsoy,,,,63.308009,-62.455293,345.322588,-6.002631,13.688,0.028,12.972,0.103,,,,,,,,,,,11.583,0.026,11.21,0.022,11.189,0.022,AAA-222-111-000-0-0,54.4,11.115,0.023,11.202,0.021,11.068,0.162,8.634,,12.6571,0.000471248,0.019,gaiaj,splin,5478.0,186.0,4.40392,2.00409,,,1.01892,1.01892,0.958898365,0.122639,0.906465,2.71939,DWARF,0.8422946,0.8422946,358.942,,0.0357953,,13.0,0.0152875446,,,0.000375265518,0.0912829933115382,245938152.0,348.8514,-11.313663,GO19049_LC|GO19065_LC|GO19067_LC
147,4610911,348.944979,-11.31074,8.62722,-6.12302,15.015,STAR,2mass,20180610,,,394-128680,23154679-1118386,,J231546.80-111838.8,2413427610651874304,7403170,,tmgaia,2.22029,2.22029,hsoy,,,,63.436601,-62.525273,345.408584,-6.035966,17.505,-0.114,16.467,0.115,,,,,,,,,,,13.997,0.028,13.436,0.036,13.198,0.039,AAA-222-111-000-0-0,24.1,13.229,0.024,13.288,0.03,12.44,,8.277,,15.7591,0.00239388,0.019,gaiaj,,4100.0,171.0,,,,,,,,,,,DWARF,,,,,,,,,,,,0.035456168268639,245938214.0,348.94498,-11.31073,GO19067_LC|GO19068_LC
148,4611199,349.0851,-11.291331,2.1883,-6.4634,18.437,STAR,2mass,20180610,,,,23162042-1117287,,J231620.47-111728.7,2413430050193305600,,,tmgaia,2.32459,2.32424,hsoy,,,,63.655782,-62.620478,345.543324,-6.072072,19.055,0.153,,,,,,,,,,,,,16.703,0.146,15.993,0.199,15.1,,BCU-220-110-000-0-0,72.4,15.487,0.045,15.398,0.112,12.424,,8.815,,19.6251,0.0508478,0.077,gaiaj,,3787.0,168.0,,,,,,,,,,,DWARF,,,,,,,,,,,,0.0064799999946051215,245938596.0,349.0851,-11.291329,GO19059_LC
149,4610906,348.937567,-11.291075,37.0577,2.95478,14.353,STAR,2mass,20180610,,,394-128677,23154501-1117278,,J231545.03-111727.9,2413427713731096192,7403152,,tmgaia,2.22029,2.22029,hsoy,,,,63.460099,-62.50733,345.409624,-6.015026,16.862,0.162,15.566,0.035,,,,,,,,,,,13.4,0.024,12.802,0.028,12.671,0.03,AAA-222-111-000-0-0,49.9,12.605,0.023,12.683,0.026,11.827,,8.826,,15.0537,0.00158065,0.018,gaiaj,splin,4368.0,174.0,4.56706,0.236556,,,0.712611,0.0729535,0.6828643,0.0809022,1.88702,0.579551,DWARF,0.1665445,0.0340999626,422.801,,0.0364,,21.0,0.000131107518,,,,0.025950377565415503,245938600.0,348.93756,-11.291077,GO19067_LC|GO19068_LC
150,4611200,349.0654,-11.2858,53.12,12.11,17.088,STAR,2mass,20180610,,,,23161569-1117088,,J231615.72-111708.6,,,,2mass,2.0,2.0,sblink,,,,63.638896,-62.601945,345.527642,-6.059398,,,19.37,0.2,,,,,,,,,,,15.313,0.051,14.771,0.065,14.297,0.079,AAA-222-111-000-0-0,54.1,14.409,0.029,14.252,0.048,12.391,,8.313,,,,0.072,cdwrf,cdwrf,3306.0,114.0,4.96369,0.550897,,,0.288,0.067,0.278,0.082,11.6377,8.12215,DWARF,0.008926703,0.00415339647,599.097,,,,15.0,0.00189056888,,,4.392324e-05,0.12196353266946258,245938707.0,349.06537000000003,-11.285783,GO19063_LC
151,4619642,349.204955,-11.282415,,,16.658,STAR,2mass,20180610,,,,23164918-1116566,,J231649.22-111656.6,,,,2mass,,,,,,,63.831262,-62.706506,345.655546,-6.110051,18.188,0.09,,,,,,,,,,,,,15.641,0.081,14.968,0.098,14.287,0.088,AAA-222-111-000-0-0,73.9,13.794,0.026,13.611,0.036,11.885,,9.039,,,,0.156,bpjk,,3950.0,170.0,,,,,,,,,,,,,,,,,,,,,,,0.01766682333990753,245938779.0,349.20496,-11.282415,GO19059_LC
152,4610899,349.0392,-11.2651,-56.86,-80.71,13.981,STAR,2mass,20180610,,,394-128688,23160939-1115541,,J231609.34-111555.1,2413433280008722688,7403382,,tmgaia,2.0,2.0,sblink,,,,63.639072,-62.56895,345.512055,-6.03027,17.237,0.146,15.866,0.023,,,,,,,,,,,12.689,0.022,12.056,0.024,11.828,0.025,AAA-222-111-000-0-0,58.6,11.719,0.022,11.675,0.021,11.642,0.262,8.311,,14.891,0.0014443,0.059,cdwrf,cdwrf,3769.0,68.0,4.74992,0.345156,,,0.527,0.078,0.569,0.101,3.88759,1.72618,DWARF,0.0504917577,0.0149463266,280.268951,,0.033168,,16.0,5.61389425e-05,,,0.000294112629,0.31352278736998235,245939138.0,349.03912,-11.265062,GO19063_LC|GO19067_LC|GO19068_LC
153,4619635,349.180483,-11.248313,24.1341,3.4088,15.218,STAR,2mass,20180610,,,394-128701,23164331-1114539,,J231643.34-111453.8,2413431939978931456,,,tmgaia,2.2203,2.22029,hsoy,,,,63.856302,-62.666419,345.646827,-6.069261,18.614,0.163,16.683,1.133,,,,,,,,,,,14.027,0.031,13.401,0.033,13.224,0.036,AAA-222-111-000-0-0,25.8,13.143,0.024,13.096,0.03,12.392,,8.842,,16.0785,0.00293276,0.02,gaiaj,,3987.0,170.0,,,,,,,,,,,DWARF,,,,,,,,,,,,0.06403992657472748,245939500.0,349.1805,-11.248319,GO19067_LC|GO19068_LC
154,4619633,349.2896,-11.2325,91.33,-11.44,13.508,STAR,2mass,20180610,,,394-128714,23170948-1113570,,J231709.55-111357.1,2413524986150028672,7404003,,tmgaia,2.0,2.0,sblink,,,,64.029822,-62.739711,345.752047,-6.096779,16.506,0.099,15.135,0.057,,,,,,,,,,,12.328,0.025,11.686,0.023,11.511,0.023,AAA-222-111-000-0-0,52.5,11.403,0.023,11.356,0.021,11.387,0.191,8.346,,14.2977,0.00105368,0.049,cdwrf,cdwrf,3986.0,68.0,4.67961,0.326779,,,0.621,0.087,0.672,0.113,2.80604,1.17935,DWARF,0.08770555,0.0245745033,265.876953,,0.0284948,,18.0,0.000319934858,,,0.000345607259,0.2900637671496625,245939811.0,349.28952000000004,-11.232517999999999,GO19063_LC|GO19067_LC|GO19068_LC
155,4619629,349.260652,-11.217875,-7.95424,-26.0995,10.939,STAR,2mass,20180610,,5824-01036-1,394-128709,23170255-1113043,,J231702.54-111304.5,2413525157948692864,7403917,,tmgaia,2.44501,1.27806,tgas,2.85571,0.756628,tgas,64.015617,-62.708442,345.731571,-6.072171,12.153,0.344,11.486,0.024,,,,,,,,,,,10.38,0.023,10.074,0.021,10.019,0.021,AAA-222-111-000-0-0,65.7,9.963,0.023,10.028,0.02,10.032,0.06,8.603,,11.3519,0.000345996,0.018,gaiaj,spec,5835.3,76.0,3.78,0.12,-0.06,0.1,2.4904,0.445228,1.36365592,0.130092,0.0882872,0.0473514,DWARF,6.478663,2.31648064,258.79,73.3466,0.0281248,,21.0,0.0008840591,,,0.000233216953,0.09891610219142286,245940149.0,349.26068,-11.217874,GO19049_LC|GO19065_LC|GO19067_LC
156,4619621,349.226777,-11.197247,,,13.334,STAR,2mass,20180610,,,395-131394,23165442-1111500,,J231654.43-111149.9,2413525982582413568,7403820,,tmmgaia,,,,,,,64.004967,-62.669637,345.708996,-6.040144,14.519,0.044,14.005,0.183,,,,,,,,,,,12.814,0.023,12.522,0.027,12.539,0.03,AAA-222-111-000-0-0,47.6,12.419,0.023,12.445,0.027,12.217,,8.574,,13.7168,0.0008,0.018,gaiaj,splin,5926.0,191.0,4.31804,,,,1.19386,1.19386,1.08025241,0.130766,0.634834,0.634834,,1.58362079,1.58362079,837.747,,0.0280262,,17.0,,,,,0.048686672280470814,245940582.0,349.22677999999996,-11.19726,GO19049_LC|GO19067_LC
157,4619619,349.233145,-11.185594,-7.21292,-14.1718,14.618,STAR,2mass,20180610,,,395-131397,23165595-1111081,,J231655.94-111108.2,2413526291820094208,7403837,,tmgaia,2.22029,2.22029,hsoy,,,,64.033251,-62.667154,345.719376,-6.031883,16.726,0.153,15.707,0.206,,,,,,,,,,,13.787,0.026,13.228,0.027,13.15,0.033,AAA-222-111-000-0-0,21.1,13.095,0.024,13.189,0.032,11.692,,8.502,,15.2326,0.00174926,0.019,gaiaj,,4608.0,176.0,,,,,,,,,,,DWARF,,,588.644,,0.028,,20.0,0.026043307,,,,0.020332581995013005,245940811.0,349.23315,-11.185591,GO19067_LC|GO19068_LC
158,49529595,349.319722,-11.17343,,,17.219,STAR,2mass,20180610,,,,23171673-1110243,,J231716.69-111024.0,,,,2mass,,,,,,,64.170569,-62.725414,345.80272,-6.054079,15.166,0.164,,,,,,,,,,,,,16.719,0.16,16.242,0.231,15.442,0.199,CDC-222-111-000-0-0,40.5,14.528,0.031,14.384,0.052,11.019,0.15,8.05,,,,0.8,joffs,,6169.0,194.0,,,,,,,,,,,,,,,,,,,,,,,0.02826327186464136,245941087.0,349.31973,-11.17343,GO19059_LC
159,4619616,349.23136,-11.172616,2.60368,1.09003,16.944,STAR,2mass,20180610,,,395-131395,23165552-1110214,,J231655.53-111021.3,2413526296115055744,7403833,,tmgaia,2.22882,2.22777,hsoy,,,,64.0528,-62.65762,345.722885,-6.019261,17.029,0.156,16.123,0.013,,,,,,,,,,,14.695,0.07,13.968,0.089,13.557,0.083,AAA-222-111-000-1-0,30.6,12.726,0.024,12.694,0.027,10.614,0.102,8.75,0.505,18.398,0.0172788,0.033,gaiaj,,4532.0,169.0,,,,,,,,,,,GIANT,,,,,,,,,,,,1.91442673770469,245941110.0,349.2319,-11.172661999999999,GO19053_LC|GO19059_LC|GO19067_LC
160,49529597,349.348619,-11.16755,33.6474,-11.9415,15.276,STAR,2mass,20180610,,,395-131405,23172366-1110031,,J231723.69-111003.3,2413527047734341376,7404109,,tmgaia,2.22073,2.2203,hsoy,,,,64.219595,-62.743685,345.831258,-6.059816,16.944,0.134,16.382,0.366,,,,,,,,,,,14.514,0.032,13.947,0.033,13.834,0.046,AAA-222-111-000-0-0,61.1,13.875,0.026,13.837,0.04,12.323,,8.484,,15.8401,0.00251803,0.02,gaiaj,,4615.0,176.0,,,,,,,,,,,DWARF,,,,,,,,,,,,0.1503138249664264,245941221.0,349.34866,-11.167561,GO19067_LC|GO19068_LC
161,49529598,349.366377,-11.165511,12.6663,1.44438,14.081,STAR,2mass,20180610,,,395-131406,23172792-1109558,,J231727.94-110955.8,2413527082094080128,7404154,,tmgaia,2.2851,2.23118,hsoy,,,,64.247089,-62.755901,345.848174,-6.06479,15.958,0.091,15.076,0.16,,,,,,,,,,,13.307,0.024,12.828,0.025,12.701,0.03,AAA-222-111-000-0-0,63.2,12.639,0.024,12.716,0.027,12.041,,8.921,,14.654,0.00127036,0.018,gaiaj,splin,4834.0,178.0,4.517,2.00347,,,0.809092,0.809092,0.7844491,0.0924499,1.48105,4.44316,DWARF,0.322045416,0.322045416,535.709,,0.0283,,11.0,0.000103760744,,,,0.15551651087351687,245941254.0,349.36642,-11.165519999999999,GO19067_LC|GO19068_LC
