col1,ID,ra,dec,pmRA,pmDEC,Tmag,objType,typeSrc,version,HIP,TYC,UCAC,TWOMASS,SDSS,ALLWISE,GAIA,APASS,KIC,POSflag,e_pmRA,e_pmDEC,PMflag,plx,e_plx,PARflag,gallong,gallat,eclong,eclat,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,TWOMflag,prox,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag,GAIAmag,e_GAIAmag,e_Tmag,TESSflag,SPFlag,Teff,e_Teff,logg,e_logg,MH,e_MH,rad,e_rad,mass,e_mass,rho,e_rho,lumclass,lum,e_lum,d,e_d,ebv,e_ebv,numcont,contratio,disposition,duplicate_id,priority,dstArcSec,EPIC,rafloat,decfloat,EPIC,InvestigationIDs,dist,solution_id,designation,source_id,random_index,ref_epoch,ra_cone,ra_error,dec_cone,dec_error,parallax,parallax_error,parallax_over_error,pmra_cone,pmra_error,pmdec_cone,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,astrometric_weight_al,astrometric_pseudo_colour,astrometric_pseudo_colour_error,mean_varpi_factor_al,astrometric_matched_observations,visibility_periods_used,astrometric_sigma5d_max,frame_rotator_object_type,matched_observations,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_nb_transits,rv_template_teff,rv_template_logg,rv_template_fe_h,phot_variable_flag,l,b,ecl_lon,ecl_lat,priam_flags,teff_val,teff_percentile_lower,teff_percentile_upper,a_g_val,a_g_percentile_lower,a_g_percentile_upper,e_bp_min_rp_val,e_bp_min_rp_percentile_lower,e_bp_min_rp_percentile_upper,flame_flags,radius_val,radius_percentile_lower,radius_percentile_upper,distest,lum_val,lum_percentile_lower,lum_percentile_upper,datalink_url,epoch_photometry_url,Separation
55,4579913,348.377964,-11.777904,21.5635,-4.65836,12.587,STAR,2mass,20180610,,,392-129882,23133070-1146404,,J231330.72-114640.6,2413014125559939712,7401898,,tmgaia,0.947455,0.942192,hsoy,,,,61.901563,-62.374267,344.710307,-6.247769,13.771,0.054,13.269,0.149,,,,,,,,,,,12.056,0.022,11.745,0.023,11.705,0.023,AAA-222-111-000-0-0,45.9,11.686,0.024,11.746,0.023,11.511,0.194,8.809,,12.9798,5.49461E-4,0.018,gaiaj,splin,5828.0,188.0,4.33602,,,,1.15281,1.15281,1.049792,0.124636,0.68522,0.68522,DWARF,1.38130057,1.38130057,545.64,,0.032535,,19.0,,,,,0.1597432153514995,2.45928768E8,348.37796000000003,-11.777948,245928768,GO19049_LC|GO19067_LC,1.0186321375624791E-4,1635721458409799680,Gaia DR2 2413014125559939712,2413014125559939712,1429386995,2015.5,348.37804524639705,0.03485141163232381,-11.777967640901633,0.022031821904236082,1.2224356597266017,0.03600136876165243,33.955254,22.5455080111479,0.05599933073477896,-1.5583639670883347,0.043987843870625765,-0.09573391,0.5862266,0.16934253,-0.2966093,-0.24780037,-0.28246024,-0.15586576,0.02284635,-0.13220283,0.1149026,107,0,107,0,1.5832239,125.55791,0.0,0.0,31,false,140.08743,1.6109760170713734,0.007425160193132042,-0.15818371,12,8,0.058792725,0,13,false,104,112473.16530222369,69.37131421135165,1621.3209,13.060743,10,61966.27198549998,164.95600953209927,375.65332,13.370999,9,73932.57948323138,231.55287457688863,319.29028,12.58983,1.2082781,0,0.78116894,0.310256,0.47091293,,,0,,,,NOT_AVAILABLE,61.901556501495854,-62.374369213858145,344.7103696933023,-6.247867302423704,100001,5945.5,5841.0,6458.89,,,,,,,200111,1.6178396,1.3708705,1.6762462,595.2125898305527,2.9465864,2.7444983,3.1486745,http://geadata.esac.esa.int/data-server/datalink/links?ID=2413014125559939712,,1.0186321377731554E-4
96,4602562,348.737639,-11.618064,6.44742,-3.57573,12.616,STAR,2mass,20180610,,,392-129924,23145703-1137050,,J231457.03-113705.0,2413394556583166976,7402704,,tmgaia,1.30093,1.37149,hsoy,,,,62.640358,-62.555792,345.099288,-6.238869,14.463,0.035,13.736,0.172,,,,,,,,,,,11.825,0.021,11.324,0.022,11.23,0.019,AAA-222-111-000-0-0,72.0,11.166,0.023,11.246,0.02,11.135,0.16,9.036,,13.2019,6.11321E-4,0.017,gaiaj,,4583.0,169.0,,,,,,,,,,,GIANT,,,,,0.0324006,,,,,,,0.16203013721679538,2.45931953E8,348.7376,-11.618039999999999,245931953,GO19067_LC|GO19068_LC,1.727628275724163E-5,1635721458409799680,Gaia DR2 2413394560878700544,2413394560878700544,1652667004,2015.5,348.73765656552604,0.029440695382789057,-11.618062439265547,0.036075387040244614,0.2821292843899376,0.054126221231411295,5.212433,6.7960064374633955,0.13851751975940263,-1.775473835090991,0.1678311643451001,0.43006426,-0.14428413,-0.2687372,-0.23863748,-0.53506273,-0.42637378,-0.3611267,0.73501927,0.6715755,0.889676,98,0,98,0,-1.520046,73.201744,0.0,0.0,31,true,114.791756,1.5461017577657135,0.006310652992029497,0.14296171,11,7,0.20451467,0,11,false,95,89275.49036904247,25.997010736198547,3434.0676,13.311535,11,41379.98758951958,48.784992502079106,848.2114,13.809412,9,68897.98567650419,66.72083901137849,1032.6307,12.666404,1.2352548,0,1.1430082,0.49787712,0.6451311,,,0,,,,NOT_AVAILABLE,62.64038343571763,-62.55580406603269,345.09931974094184,-6.238882512652571,100001,4971.6665,4944.25,5039.0547,,,,,,,,,,,653.6264712619657,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=2413394560878700544,,1.7276282743447957E-5
44,4579899,348.3517,-11.8193,-34.93,-75.29,12.654,STAR,2mass,20180610,,,391-134556,23132441-1149093,,J231324.39-114910.2,,7401839,,2mass,2.0,2.0,sblink,,,,61.796934,-62.378873,344.67019,-6.275776,15.551,0.072,14.268,0.167,,,,,,,,,,,11.465,0.021,10.787,0.021,10.658,0.021,AAA-222-111-s0s-0-0,39.5,10.564,0.023,10.629,0.021,10.431,0.083,8.803,,,,0.084,cdwrf,cdwrf,4060.0,75.0,4.6586,0.324433,,,0.647,0.09,0.695,0.116,2.56609,1.07086,DWARF,0.102472514,0.0285085831,189.116669,,0.0318604,,16.0,0.0110975858,,,6.321562E-4,0.2671200000059105,2.45927911E8,348.3517,-11.819374,245927911,GO19063_LC|GO19067_LC,3.0602441704807935E-4,1635721458409799680,Gaia DR2 2413013511380279168,2413013511380279168,548117243,2015.5,348.35159536783317,0.03414115571993702,-11.819588378861765,0.022915286540809827,6.681511635726984,0.03749322437014505,178.20584,-25.747170121342748,0.05197936898359192,-47.91849077294478,0.04592939392151857,-0.013404628,0.6429411,0.05669035,-0.26442447,-0.223331,-0.25738683,-0.23245677,0.015274754,-0.11626509,0.22357386,122,0,121,1,-1.2069944,97.97285,0.0,0.0,31,true,93.70852,1.4241753222745037,0.007493646693665061,-0.055945754,14,9,0.05646117,0,14,false,121,72097.85906381808,26.683817528015304,2701.932,13.54356,14,23572.615430097554,64.63665211498203,364.69424,14.420369,13,71383.58517554842,99.60134662452175,716.693,12.627924,1.317046,1,1.7924452,0.8768091,0.91563606,-10.581002061487007,1.3682111290559777,4,4000.0,3.0,0.0,NOT_AVAILABLE,61.796304839962765,-62.37896574066235,344.66999640728585,-6.276010185420511,100002,3942.75,3797.0,4231.8774,0.526,0.284,0.8975,0.287,0.1399,0.4597,200111,0.7122779,0.6182751,0.7680098,148.9803760343984,0.110456325,0.109024264,0.11188839,http://geadata.esac.esa.int/data-server/datalink/links?ID=2413013511380279168,,3.06024417039416E-4
100,4582465,348.496022,-11.608431,8.60105,0.650887,12.71,STAR,2mass,20180610,,,392-129894,23135904-1136303,,J231359.04-113630.3,2413439224243044992,7402160,,tmgaia,1.00256,1.00252,hsoy,,,,62.343216,-62.362842,344.884108,-6.137176,13.999,0.043,13.446,0.149,,,,,,,,,,,12.136,0.023,11.79,0.023,11.733,0.025,AAA-222-111-000-0-0,21.8,11.71,0.023,11.744,0.022,11.383,0.207,9.041,,13.135,5.91919E-4,0.018,gaiaj,splin,5575.0,187.0,4.38428,2.004,,,1.05566,1.05566,0.983786643,0.124566,0.836236,2.50871,DWARF,0.969889641,0.969889641,505.722,,0.0330037,,13.0,0.0227909945,,,,0.03061029413835152,2.4593215E8,348.49602999999996,-11.608433999999999,245932150,GO19049_LC|GO19067_LC,3.732513699502436E-5,1635721458409799680,Gaia DR2 2413439228538542336,2413439228538542336,1269133793,2015.5,348.49605968149694,0.027098282200525344,-11.608436546410966,0.020012358189958588,1.6643056885863072,0.02995177245155138,55.566185,8.542422996918155,0.04748749165767261,0.6866130015093934,0.036420439877303576,0.15471396,0.4626101,-0.108563505,-0.34984952,-0.01011986,-0.2137234,-0.2644777,0.011998049,-0.40794784,0.09717783,130,9,129,1,-1.9844851,94.74197,0.0,0.0,31,false,123.03972,1.5961478395612292,0.007171442813109243,-0.10451896,15,9,0.049842514,0,15,false,130,97238.15833022298,29.79480298391377,3263.5947,13.218774,15,52004.96056657668,86.87174480223237,598.6407,13.561276,13,65580.45208504953,95.06438572440113,689.853,12.719984,1.2092518,1,0.8412924,0.3425026,0.4987898,,,0,,,,NOT_AVAILABLE,62.343255046938815,-62.362874467419935,344.8841548915389,-6.137204546813742,100002,5786.0,5749.6665,5804.6665,0.3153,0.199,0.4127,0.1527,0.1037,0.1931,200111,1.1714405,1.1639185,1.1862925,523.7177946100052,1.3856351,1.3275084,1.4437618,http://geadata.esac.esa.int/data-server/datalink/links?ID=2413439228538542336,,3.732513699398823E-5
68,404244672,348.157102,-11.711614,6.59963,0.802508,12.777,STAR,2mass,20180610,,,392-129854,23123770-1142418,,J231237.70-114241.8,2413063912821061248,7401351,,tmgaia,2.28266,2.28227,hsoy,,,,61.733621,-62.162027,344.536309,-6.102068,14.324,0.048,13.685,0.114,,,,,,,,,,,12.1,0.026,11.657,0.024,11.574,0.025,AAA-222-111-000-0-0,33.6,11.52,0.023,11.567,0.021,11.946,0.36,8.799,,13.2783,6.34288E-4,0.019,gaiaj,,4963.0,172.0,,,,,,,,,,,GIANT,,,,,0.033734,,,,,,,0.11756344802354954,2.45930109E8,348.15707000000003,-11.711623,245930109,GO19049_LC|GO19067_LC|GO19068_LC,2.869201049105036E-5,1635721458409799680,Gaia DR2 2413063912821061248,2413063912821061248,1169433590,2015.5,348.15712605096525,0.03988954086375223,-11.711630389525101,0.02200972415480067,2.5108726990792007,0.04051369948942573,61.97589,9.61713557778188,0.06020455994010846,0.6439212885856085,0.04152379096000025,-0.25540572,0.59806913,0.3062418,-0.5177237,-0.31594795,-0.25768986,0.096016414,-0.12203519,-0.49225116,-0.053483825,117,0,117,0,-4.5658407,56.19849,0.0,0.0,31,false,104.47842,1.5692395890298476,0.006091830090965124,-0.14924178,14,8,0.06495315,0,15,false,116,84049.23903186171,27.738722270786504,3030.0327,13.377031,13,41882.63065415857,59.24321309127212,706.9608,13.796304,11,60985.05438477683,92.40057061235778,660.0073,12.7988615,1.2238979,1,0.99744225,0.41927242,0.5781698,,,0,,,,NOT_AVAILABLE,61.73362428031242,-62.162055155413185,344.5363398696588,-6.102101099774553,100002,5350.0,5308.75,6003.085,0.0965,0.016,0.253,0.047,0.0079,0.1041,200111,0.8614612,0.6842177,0.87490064,366.31177793978486,0.5477486,0.52763873,0.5678585,http://geadata.esac.esa.int/data-server/datalink/links?ID=2413063912821061248,,2.8692010502669083E-5
114,4582614,348.597375,-11.53259,-1.11897,-18.7129,12.818,STAR,2mass,20180610,,,393-135108,23142337-1131573,,J231423.37-113157.4,2413445752593333376,7402391,,tmgaia,2.24053,2.24052,hsoy,,,,62.603714,-62.394854,345.005881,-6.106341,14.472,0.048,13.815,0.172,,,,,,,,,,,12.078,0.024,11.555,0.023,11.514,0.023,AAA-222-111-000-0-0,32.9,11.465,0.023,11.506,0.022,11.156,0.183,8.923,,13.367,6.6215E-4,0.018,gaiaj,,4832.0,178.0,,,,,,,,,,,DWARF,,,,,0.0339074,,,,,,,0.08395341627750914,2.45933701E8,348.59738,-11.532567,245933701,GO19049_LC|GO19067_LC|GO19068_LC,6.926612663551854E-5,1635721458409799680,Gaia DR2 2413445756888879104,2413445756888879104,1282788828,2015.5,348.5973806933442,0.021932664558055866,-11.532659041130765,0.017360948605904557,0.2407487344582411,0.024021299798524475,10.022303,-3.4178969014990948,0.04667746441499528,-20.39744610233321,0.03246190096048598,0.09245808,0.22132649,-0.12331069,-0.19231811,-0.0722193,-0.1471375,-0.19945793,0.11287436,-0.3570646,-0.014707213,144,0,144,0,-4.2226973,79.35232,0.0,0.0,31,false,99.00241,1.5609531732633943,0.005021082270286107,-0.11438676,16,9,0.05291995,0,16,false,144,77034.0576111041,18.40952190052075,4184.4683,13.471659,15,37142.88824332962,68.66929297206258,540.89514,13.926699,15,57740.44406853673,67.29140501351502,858.0657,12.85822,1.2317063,0,1.0684786,0.45503998,0.6134386,,,0,,,,NOT_AVAILABLE,62.6036053872517,-62.394900627209225,345.0058744620169,-6.106414680991503,100001,5090.647,4994.23,5321.763,,,,,,,200111,9.697757,8.873729,10.075815,1086.3697401793859,56.90222,42.2959,71.508545,http://geadata.esac.esa.int/data-server/datalink/links?ID=2413445756888879104,,6.926612663064927E-5
4,5725844,347.955744,-12.021335,9.55087,-7.3219,12.825,STAR,2mass,20180610,,,390-138736,23114937-1201167,,J231149.38-120116.8,2413027250982286592,7400907,,tmgaia,2.22848,2.22847,hsoy,,,,60.949469,-62.190277,344.231954,-6.309933,14.251,0.076,13.793,0.16,,,,,,,,,,,12.208,0.022,11.848,0.025,11.777,0.025,AAA-222-111-000-0-0,48.2,11.733,0.023,11.806,0.024,11.513,0.24,8.565,,13.2815,6.35267E-4,0.018,gaiaj,splin,5219.0,183.0,4.45655,2.00373,,,0.923422,0.923422,0.8890419,0.108676,1.12907,3.38722,DWARF,0.5699599,0.5699599,465.288,,0.0357967,,12.0,2.585064E-4,,,3.32186115E-4,0.1058105080534228,2.45923832E8,347.95575,-12.021306,245923832,GO19049_LC|GO19067_LC,3.721530276424237E-5,1635721458409799680,Gaia DR2 2413027255275597824,2413027255275597824,825382632,2015.5,347.9557782852233,0.01899563108544553,-12.021351139799059,0.016979676553559475,2.253568971064532,0.023098474435944524,97.563545,10.25739779015315,0.03767019423796159,-9.257874844038657,0.03140126381841865,0.08510747,0.35958254,-0.0050710505,-0.24218954,-0.27856594,-0.11881761,-0.09008956,-0.067218035,-0.31995937,0.141031,168,0,168,0,-4.2263684,97.50556,0.0,0.0,31,false,107.85144,1.5841888240105468,0.004467428591314272,0.009249335,19,10,0.04410649,0,19,false,163,84204.33677263606,25.285663822726615,3330.1216,13.37503,18,43307.95669006282,48.15908219713604,899.26874,13.759969,17,58866.734593108,64.99895769675733,905.6566,12.837245,1.2134136,0,0.92272377,0.3849392,0.5377846,,,0,,,,NOT_AVAILABLE,60.949483934613085,-62.19031357621375,344.231993335432,-6.309969524169079,100001,5461.0,5389.5,5591.25,0.0653,0.0143,0.1808,0.032,0.0063,0.088,200111,0.91598296,0.8738038,0.94044805,425.5776308591783,0.6722924,0.65436333,0.6902215,http://geadata.esac.esa.int/data-server/datalink/links?ID=2413027255275597824,,3.7215302731731436E-5
54,404244659,348.098728,-11.793204,7.78187,-33.9166,12.998,STAR,2mass,20180610,,,392-129849,23122369-1147355,,J231223.69-114735.9,2413057143952604032,7401218,,tmgaia,2.01615,2.01611,hsoy,,,,61.520433,-62.16569,344.451292,-6.15477,14.282,0.068,13.693,0.126,,,,,,,,,,,12.437,0.03,12.105,0.027,12.004,0.021,AAA-222-111-000-0-0,45.9,11.999,0.024,12.041,0.023,11.878,,8.827,,13.4134,6.7725E-4,0.02,gaiaj,splin,5611.0,187.0,4.37718,2.00393,,,1.0692,1.0692,0.9928119,0.124533,0.812251,2.43675,DWARF,1.0208776,1.0208776,561.184,,0.0341324,,17.0,2.0084453E-4,,,,0.11844445106884134,2.45928468E8,348.0987,-11.793222,245928468,GO19049_LC|GO19067_LC,1.5577384736724457E-4,1635721458409799680,Gaia DR2 2413057148248017792,2413057148248017792,83630365,2015.5,348.09873642215695,0.028268670308487925,-11.793359555526347,0.019809691900322314,1.7189553170056056,0.02848388844273959,60.34834,6.594321688967872,0.05626717846701291,-30.778880644635795,0.03605552933166916,-0.10520904,0.31741214,0.34707862,-0.37204158,-0.16332445,-0.2685918,-0.0484265,-0.18453637,-0.3373025,-0.03729498,127,0,126,1,0.30884826,125.185234,0.0,0.0,31,false,95.405754,1.6041493178790038,0.00555482094529186,-0.10002237,15,9,0.062773705,0,15,false,125,74954.97093852545,21.026958724750827,3564.7083,13.501365,14,40148.098569294096,83.73550357049851,479.4633,13.842226,14,50557.359050376195,60.34136461021659,837.8558,13.002459,1.2101326,0,0.83976746,0.34086132,0.49890614,,,0,,,,NOT_AVAILABLE,61.520177630121566,-62.16579033362069,344.4512537790335,-6.1549256318427075,100001,5783.25,5536.1196,5803.5,0.1143,0.025,0.2102,0.0683,0.0209,0.098,200111,0.99682665,0.98988235,1.087809,516.8383013709396,1.0014329,0.9606477,1.0422181,http://geadata.esac.esa.int/data-server/datalink/links?ID=2413057148248017792,,1.5577384736757655E-4
27,5738955,348.045647,-11.900255,5.07269,-3.56617,13.078,STAR,2mass,20180610,,,391-134516,23121095-1154009,,J231210.96-115400.8,2413051852552897536,7401103,,tmgaia,2.23247,2.28941,hsoy,,,,61.27021,-62.18847,344.361054,-6.23294,14.648,0.056,13.9,0.137,,,,,,,,,,,12.407,0.023,12.021,0.025,11.907,0.023,AAA-222-111-000-0-0,37.0,11.863,0.023,11.914,0.024,11.588,0.261,8.574,0.515,13.5754,7.33056E-4,0.018,gaiaj,,5139.0,182.0,,,,,,,,,,,DWARF,,,,,0.0343326,,,,,,,0.1652183242185366,2.45926246E8,348.04565,-11.900209,245926246,GO19049_LC|GO19067_LC|GO19068_LC,2.2163268313782164E-5,1635721458409799680,Gaia DR2 2413051856848307200,2413051856848307200,518954616,2015.5,348.0456674201858,0.027308086149488313,-11.900245410555973,0.029559018527052897,2.3467826314063998,0.03659368943899198,64.1308,4.15274321310686,0.057354375804465986,-6.341797459548615,0.04979667445047852,0.16826314,0.2114129,0.08431025,-0.26955277,-0.4003934,-0.14850509,-0.10028422,-0.13573739,-0.31556916,0.23071384,143,0,143,0,9.147402,351.3324,0.12311943979352612,3.4177247801815884,31,true,34.736732,1.5461603035647342,0.00647066661960618,0.05197061,16,10,0.06228571,0,16,false,143,64133.49904904359,19.80365222887519,3238.4683,13.670653,16,31733.996393068814,63.97072657363822,496.0706,14.097576,16,46559.86045304354,51.83553085839294,898.2229,13.091891,1.220795,0,1.0056849,0.4269228,0.57876205,,,0,,,,NOT_AVAILABLE,61.270250920084834,-62.188480446427306,344.3610910577249,-6.232948233039882,100001,5296.75,5193.5,5355.6665,0.0483,0.0062,0.1648,0.0287,0.0019,0.091,200111,0.8243574,0.80632,0.8574607,391.9360043709763,0.4819075,0.46446687,0.4993481,http://geadata.esac.esa.int/data-server/datalink/links?ID=2413051856848307200,,2.2163268299946988E-5
137,4611179,349.06342,-11.387954,4.27741,-3.93397,13.104,STAR,2mass,20180610,,,394-128691,23161522-1123166,,J231615.21-112316.7,2413422491050705280,7403446,,tmgaia,2.22029,2.22029,hsoy,,,,63.46267,-62.664209,345.485494,-6.15258,15.021,0.054,14.199,0.183,,,,,,,,,,,12.307,0.025,11.774,0.024,11.718,0.025,AAA-222-111-000-0-0,43.4,11.636,0.022,11.743,0.022,11.595,0.251,8.954,,13.6944,7.77291E-4,0.018,gaiaj,,4605.0,169.0,,,,,,,,,,,GIANT,,,,,0.0330362,,,,,,,0.07064124739064524,2.45936631E8,349.0634,-11.387953,245936631,GO19067_LC|GO19068_LC,2.1358548187160332E-5,1635721458409799680,Gaia DR2 2413422491050705280,2413422491050705280,1455906341,2015.5,349.0634042285647,0.023642008193034806,-11.387968735907672,0.02042908539458205,0.24660409602332126,0.029003732012299114,8.502496,4.00650877302283,0.047558892985619425,-2.7770851998255623,0.03703947714621544,0.122092344,0.33316353,0.084136836,-0.27114177,-0.20876533,-0.12220564,-0.0398412,-0.13698535,-0.39730373,0.11790955,148,0,146,2,-3.0561683,95.139366,0.0,0.0,31,true,72.313225,1.5284995861751434,0.004940425783160945,0.0017386958,17,10,0.05187878,0,17,false,147,56591.67004371852,18.377780656609545,3079.3528,13.806484,16,25742.457191414753,56.26157658178959,457.54953,14.324763,17,44171.35917362861,57.955856105097745,762.1552,13.149068,1.2354083,1,1.1756954,0.5182791,0.65741634,,,0,,,,NOT_AVAILABLE,63.46262361212262,-62.664205880630206,345.48548829509883,-6.152595098712195,100002,4915.5,4837.7534,5071.5,,,,,,,200111,8.868849,8.331626,9.156198,967.9414759110199,41.371376,29.466654,53.2761,http://geadata.esac.esa.int/data-server/datalink/links?ID=2413422491050705280,,2.1358548170192985E-5
108,4602719,348.825369,-11.554639,8.77345,11.422,13.116,STAR,2mass,20180610,,,393-135139,23151808-1133167,,J231518.09-113316.6,2413396755606421248,7402886,,tmgaia,2.22029,2.22029,hsoy,,,,62.863692,-62.584499,345.203845,-6.214265,14.073,0.061,13.826,0.263,,,,,,,,,,,12.608,0.022,12.292,0.027,12.3,0.028,AAA-222-111-000-0-0,56.5,12.237,0.023,12.305,0.024,11.863,,8.389,,13.49,7.03057E-4,0.018,gaiaj,splin,6046.0,193.0,4.29639,,,,1.24876,1.24876,1.12438858,0.148378,0.577401,0.577401,DWARF,1.87726867,1.87726867,794.365,,0.0328312,,14.0,,,,,0.08883946244781807,2.45933261E8,348.82538,-11.554661,245933261,GO19049_LC|GO19067_LC,4.902202362636261E-5,1635721458409799680,Gaia DR2 2413396759901954048,2413396759901954048,256679229,2015.5,348.8254152458826,0.02497028159412019,-11.5546202841483,0.02402500713036668,1.5046202284347372,0.030990252851984208,48.551403,10.117343294055635,0.05119016818334467,12.714719916621325,0.04556767781047692,0.19795613,0.24416424,-0.020435771,-0.18957226,-0.29436052,-0.14893569,-0.04064871,0.032850835,-0.2512916,0.2574982,119,0,118,1,-2.5630026,78.16045,0.0,0.0,31,false,90.54848,1.6232813757277074,0.005823954585652822,0.07111215,14,10,0.058161862,0,14,false,112,70668.05742397664,27.34501543795307,2584.3123,13.565308,13,39726.027312689046,56.32139803038484,705.3452,13.853701,13,45485.46946157213,58.260552568749745,780.725,13.117238,1.2057993,0,0.7364626,0.28839302,0.44806957,,,0,,,,NOT_AVAILABLE,62.86378521516053,-62.584523522665755,345.20390904319805,-6.2142739375235045,100001,6289.0,6024.69,6581.025,0.0258,0.0062,0.073,0.0123,0.0039,0.0451,200111,0.9266284,0.846217,1.0097164,555.5621592418292,1.2101308,1.1501211,1.2701405,http://geadata.esac.esa.int/data-server/datalink/links?ID=2413396759901954048,,4.902202365538678E-5
32,5738957,348.058625,-11.887767,24.2301,10.2057,13.193,STAR,2mass,20180610,,,391-134519,23121406-1153159,,J231214.08-115315.7,2413051886912635648,7401141,,tmgaia,2.22848,2.22847,hsoy,,,,61.307952,-62.191148,344.377727,-6.22642,14.761,0.058,13.943,0.114,,,,,,,,,,,12.558,0.022,12.197,0.027,12.094,0.023,AAA-222-111-000-0-0,15.2,12.068,0.023,12.152,0.026,11.605,0.271,8.645,,13.6641,7.65756E-4,0.018,gaiaj,splin,5409.0,185.0,4.41815,2.00405,,,0.992799,0.992799,0.9406807,0.119736,0.961298,2.8839,DWARF,0.7601255,0.7601255,526.84,,0.0344634,,22.0,0.00373660144,,,,0.16223898981378862,2.45926489E8,348.05862,-11.887722,245926489,GO19049_LC|GO19067_LC,1.3074872854432402E-4,1635721458409799680,Gaia DR2 2413051891208045440,2413051891208045440,425457048,2015.5,348.0587280481379,0.024471315412863757,-11.887683771928424,0.022644253263931897,1.8804031445257974,0.027546924072326732,68.26182,23.959302695052976,0.0518226932321583,9.467796854586766,0.03956472155012969,0.1287326,0.19713491,0.04289002,-0.2956975,-0.24863869,-0.2725861,-0.28801998,0.0034001975,-0.22314362,0.12560871,123,0,123,0,-2.578885,82.1261,0.0,0.0,31,true,76.096054,1.5779529963786634,0.005488540688763013,-0.03912094,14,10,0.057688605,0,14,false,121,58963.10104205987,16.676291530139835,3535.7441,13.761915,11,29340.32146495458,46.80115328058105,626.9145,14.182726,9,42273.55829607064,61.10816855768585,691.7825,13.196748,1.2145542,0,0.9859781,0.4208107,0.5651674,,,0,,,,NOT_AVAILABLE,61.30822327481549,-62.19117873209414,344.3778678885601,-6.226392229696562,100001,5349.0,5182.15,5541.15,0.209,0.1247,0.327,0.1018,0.059,0.1407,200111,0.96388066,0.8981909,1.0269482,485.7414034744127,0.68522257,0.6603388,0.7101063,http://geadata.esac.esa.int/data-server/datalink/links?ID=2413051891208045440,,1.3074872852354168E-4
165,49554720,349.546579,-11.05508,12.027,-1.34041,13.215,STAR,2mass,20180610,,,395-131418,23181117-1103182,,J231811.18-110318.4,2413522477889372288,7404624,,tmgaia,2.22029,2.22029,hsoy,,,,64.679077,-62.822552,346.055332,-6.032794,14.751,0.032,14.031,0.137,,,,,,,,,,,12.552,0.024,12.17,0.027,12.103,0.027,AAA-222-111-000-0-0,67.0,12.026,0.023,12.078,0.023,12.249,0.371,8.546,,13.7073,7.82291E-4,0.018,gaiaj,splin,5300.0,184.0,4.44051,2.00388,,,0.952313,0.952313,0.911254764,0.113648,1.05512,3.16535,DWARF,0.644699931,0.644699931,523.564,,0.0294353,,12.0,5.22145419E-5,,,,0.19869341481467295,2.45944073E8,349.5466,-11.055131,245944073,GO19049_LC|GO19067_LC,6.896220019892486E-5,1635721458409799680,Gaia DR2 2413522482184532608,2413522482184532608,1068107607,2015.5,349.5466410677551,0.03102975401485131,-11.055112326901424,0.026094730883845983,2.5514979378970257,0.04659251252463877,54.761974,11.183721137739338,0.0536017857997384,-0.10318124759558527,0.048022055407335416,-0.053697277,0.47610295,-0.08647885,-0.35759133,-0.47738323,-0.006275381,0.24116167,-0.15982655,-0.62062764,0.18152885,123,0,123,0,-4.762166,58.500954,0.0,0.0,31,false,71.56339,1.585077127665247,0.007287876293711038,-0.022070885,14,9,0.06048353,0,14,false,123,56815.36961349433,14.111145330651667,4026.2764,13.802201,10,28503.98200216127,80.44126539556119,354.34528,14.214125,10,40877.81007844926,35.58458610326874,1148.7505,13.233201,1.22118,0,0.98092365,0.4119234,0.56900024,,,0,,,,NOT_AVAILABLE,64.67910841493064,-62.82261961942149,346.05539039533204,-6.0328552521341985,100001,5309.0,5166.0,5359.6665,0.011,0.004,0.058,0.007,0.0029,0.0267,200111,0.70975083,0.6963953,0.7495879,354.300222540861,0.3605433,0.34591913,0.3751675,http://geadata.esac.esa.int/data-server/datalink/links?ID=2413522482184532608,,6.89622001740356E-5
