col1,ID,ra,dec,pmRA,pmDEC,Tmag,objType,typeSrc,version,HIP,TYC,UCAC,TWOMASS,SDSS,ALLWISE,GAIA,APASS,KIC,POSflag,e_pmRA,e_pmDEC,PMflag,plx,e_plx,PARflag,gallong,gallat,eclong,eclat,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,TWOMflag,prox,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag,GAIAmag,e_GAIAmag,e_Tmag,TESSflag,SPFlag,Teff,e_Teff,logg,e_logg,MH,e_MH,rad,e_rad,mass,e_mass,rho,e_rho,lumclass,lum,e_lum,d,e_d,ebv,e_ebv,numcont,contratio,disposition,duplicate_id,priority,dstArcSec,EPIC,rafloat,decfloat,EPIC,InvestigationIDs,dist,solution_id,designation,source_id,random_index,ref_epoch,ra_cone,ra_error,dec_cone,dec_error,parallax,parallax_error,parallax_over_error,pmra_cone,pmra_error,pmdec_cone,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,astrometric_weight_al,astrometric_pseudo_colour,astrometric_pseudo_colour_error,mean_varpi_factor_al,astrometric_matched_observations,visibility_periods_used,astrometric_sigma5d_max,frame_rotator_object_type,matched_observations,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_nb_transits,rv_template_teff,rv_template_logg,rv_template_fe_h,phot_variable_flag,l,b,ecl_lon,ecl_lat,priam_flags,teff_val,teff_percentile_lower,teff_percentile_upper,a_g_val,a_g_percentile_lower,a_g_percentile_upper,e_bp_min_rp_val,e_bp_min_rp_percentile_lower,e_bp_min_rp_percentile_upper,flame_flags,radius_val,radius_percentile_lower,radius_percentile_upper,distest,lum_val,lum_percentile_lower,lum_percentile_upper,datalink_url,epoch_photometry_url,Separation
119,4602538,348.800466,-11.509492,23.0379,-21.0405,14.86,STAR,2mass,20180610,,,393-135135,23151210-1130341,,J231512.12-113034.5,2413400019781656064,7402831,,tmgaia,2.24053,2.24052,hsoy,,,,62.908129,-62.537443,345.199095,-6.163164,17.304,0.063,15.962,0.013,,,,,,,,,,,13.904,0.031,13.29,0.033,13.242,0.038,AAA-222-111-000-0-0,52.2,13.071,0.024,13.121,0.031,12.03,,8.377,,15.5619,0.00212247,0.02,gaiaj,,4478.0,175.0,,,,,,,,,,,DWARF,,,528.951,,0.0333,,16.0,0.00315841171,,,,0.07371098007084291,2.45934168E8,348.80048,-11.509507000000001,245934168,GO19067_LC|GO19068_LC,1.5501229085485702E-4,1635721458409799680,Gaia DR2 2413400024077137408,2413400024077137408,633436771,2015.5,348.80055492184846,0.058771745704671266,-11.50962020498635,0.0579095293158339,1.8110164171321828,0.07357893205720958,24.613247,18.08707462028813,0.13242655553563357,-18.979889435989538,0.11707410996502404,0.20209916,0.22258055,-0.123049214,-0.10137726,-0.29127386,-0.08017291,-0.024668451,0.08843446,-0.22220214,0.20845473,121,0,121,0,4.525035,198.51973,0.26890725974023516,4.58634765512996,31,false,6.2130823,1.4891172055336899,0.013683033200269486,0.08817009,14,10,0.12863497,0,14,false,112,9791.674640771884,10.395250233205031,941.9374,15.711224,13,3711.5099280508284,22.013925899388653,168.59828,16.427511,12,8899.832190671359,30.19537635939467,294.74155,14.888466,1.2879658,0,1.5390453,0.7162876,0.8227577,,,0,,,,NOT_AVAILABLE,62.90802707854025,-62.53759036825436,345.19914039385577,-6.163324294814116,100001,4405.3774,4260.18,4481.5,0.5735,0.432,0.8281,0.281,0.209,0.3771,200111,0.6813292,0.65837973,0.7285633,383.9086961022209,0.157522,0.14406888,0.1709751,http://geadata.esac.esa.int/data-server/datalink/links?ID=2413400024077137408,,1.5501229083648708E-4
80,404244681,348.140774,-11.677657,,,14.868,STAR,2mass,20180610,,,392-129852,23123378-1140395,,J231233.79-114039.7,2413064840534343424,7401310,,tmgaia,,,,,,,61.770792,-62.128753,344.534883,-6.064562,16.627,0.1,15.647,1.133,,,,,,,,,,,14.184,0.033,13.743,0.04,13.653,0.046,AAA-222-111-000-0-0,58.2,13.699,0.027,13.774,0.039,12.475,,8.304,,15.3747,0.00189933,0.021,gaiaj,splin,5138.0,182.0,4.47161,2.0036,,,0.896061,0.896061,0.8666838,0.104023,1.20461,3.61384,,0.5041343,0.5041343,939.728,,0.0337,,13.0,2.888728E-4,,,,0.08520998956158016,2.45930796E8,348.14075,-11.677653999999999,245930796,GO19067_LC|GO19068_LC,8.61328055720333E-5,1635721458409799680,Gaia DR2 2413064844829414528,2413064844829414528,1247412134,2015.5,348.14082532987896,0.054884078140089866,-11.677726943155147,0.03670182792257777,1.0422447345327912,0.06519516642254637,15.986534,15.393048280314703,0.08650232498783925,-11.576741358185046,0.06941349642444423,-0.16216409,0.5985217,-0.030779911,-0.38562468,-0.36226198,-0.09957712,0.06309659,-0.12206845,-0.4723579,0.10991918,124,0,124,0,-1.5679969,95.833954,0.0,0.0,31,false,14.554139,1.554363856362446,0.012580814651794123,-0.1387949,14,9,0.084926866,0,14,false,123,12043.75657342305,7.2222161448219415,1667.5985,15.486461,13,5855.117208478541,37.375170466232916,156.65794,15.932549,11,8991.650806275053,48.545032827074046,185.22289,14.877321,1.2327356,0,1.0552282,0.4460888,0.60913944,,,0,,,,NOT_AVAILABLE,61.77073797416777,-62.12883551628273,344.5349169789419,-6.06465462810184,100001,5476.2866,5076.7,5960.5723,0.1137,0.0225,0.2791,0.0625,0.0144,0.1366,200111,0.74424964,0.6282248,0.8660201,487.8650322999564,0.44882464,0.38913238,0.5085169,http://geadata.esac.esa.int/data-server/datalink/links?ID=2413064844829414528,,8.613280555727552E-5
23,5725835,347.94526,-11.910661,2.15678,-4.84999,14.877,STAR,2mass,20180610,,,391-134505,23114686-1154383,,J231146.85-115438.4,2413054498253011200,7400873,,tmgaia,2.22848,2.22848,hsoy,,,,61.126501,-62.116009,344.26603,-6.204072,17.362,0.045,16.072,1.133,,,,,,,,,,,13.786,0.028,13.139,0.03,13.003,0.03,AAA-222-111-000-0-0,12.9,12.9,0.024,12.958,0.031,11.974,,8.76,,15.6713,0.00226794,0.019,gaiaj,,4168.0,166.0,,,,,,,,,,,GIANT,,,,,,,,,,,,0.06507745269786412,2.45926035E8,347.94525,-11.910675999999999,245926035,GO19067_LC|GO19068_LC,2.1873843372861787E-5,1635721458409799680,Gaia DR2 2413054502548167296,2413054502548167296,865573102,2015.5,347.94524412465523,0.08517631516055514,-11.91067640044185,0.08263769802488011,2.006501018675043,0.10315537035017046,19.451252,1.002508219930137,0.18317742013421928,-4.2574636169388,0.148843512541563,0.11615856,0.17197193,0.14547843,-0.25404558,-0.36986244,-0.1988355,-0.135911,-0.0726104,-0.199893,0.17764787,152,0,152,0,17.744947,707.56,0.5593137959391287,21.92923225461194,31,false,2.4008245,1.45469332375716,0.020473527479869316,0.011796597,17,10,0.17069006,0,17,false,150,8977.556552621614,8.764741699486311,1024.2808,15.80547,15,3141.4925818053634,21.039806645529975,149.31186,16.608547,13,8732.59573291695,20.265907235561492,430.90082,14.909061,1.3226415,0,1.6994858,0.80307674,0.89640903,,,0,,,,NOT_AVAILABLE,61.12645482975208,-62.11600583322062,344.2660246442931,-6.204088819695682,100001,4191.0,3986.0,4408.0,0.9217,0.6457,1.1211,0.4565,0.3506,0.5545,200111,0.68640673,0.62048846,0.75882614,322.1600950038812,0.13095692,0.11712166,0.14479217,http://geadata.esac.esa.int/data-server/datalink/links?ID=2413054502548167296,,2.1873843391483444E-5
82,4579813,348.229935,-11.670294,3.61332,-10.5945,14.88,STAR,2mass,20180610,,,392-129866,23125518-1140130,,J231255.17-114013.1,2413065596448589440,7401524,,tmgaia,2.24142,2.24056,hsoy,,,,61.896615,-62.193761,344.618582,-6.091976,16.706,,15.55,1.133,,,,,,,,,,,14.174,0.028,13.709,0.033,13.659,0.046,AAA-222-111-000-0-0,25.1,13.621,0.025,13.743,0.037,11.855,,8.876,0.523,15.4029,0.00193098,0.019,gaiaj,,5252.0,183.0,,,,,,,,,,,DWARF,,,,,0.0323,,,,,,,0.12339740575223397,2.45930931E8,348.2299,-11.670294,245930931,GO19067_LC|GO19068_LC,5.724491123315476E-5,1635721458409799680,Gaia DR2 2413065600743653248,2413065600743653248,1003489294,2015.5,348.22991481406916,0.06504547314210447,-11.67034772318557,0.05043506159851002,1.1707138319090007,0.0836029592890351,14.003259,2.7859251895126578,0.10615447075157791,-10.925529412207137,0.09835322415591675,-0.16253409,0.5828501,0.02121775,-0.26004145,-0.49043477,-0.12121325,0.06021357,-0.017098526,-0.2472214,0.28209397,113,0,110,3,1.7824292,132.22682,0.1572995415521986,1.725362273445659,31,true,10.245458,1.5562174221721938,0.01295540759018986,-0.055259142,13,9,0.10757971,0,13,false,110,11746.206471943211,6.737133475092103,1743.5021,15.513621,12,5521.907215103576,28.981227089838775,190.53394,15.996165,12,8908.283447966385,30.722582186453344,289.9588,14.887435,1.228498,0,1.1087303,0.48254395,0.6261864,,,0,,,,NOT_AVAILABLE,61.89649638656898,-62.1937782168618,344.6185570769973,-6.09202613509973,100001,5025.0625,4953.01,5249.0,0.018,0.008,0.1991,0.0085,0.0039,0.1107,200111,0.8044427,0.7372672,0.82801783,418.54103410118324,0.37174985,0.3165054,0.4269943,http://geadata.esac.esa.int/data-server/datalink/links?ID=2413065600743653248,,5.724491122425373E-5
91,4579936,348.419078,-11.648807,33.4405,-6.295,14.88,STAR,2mass,20180610,,,392-129889,23134057-1138556,,J231340.60-113855.8,2413437643695706752,7402001,,tmgaia,2.24053,2.24052,hsoy,,,,62.175209,-62.32778,344.798457,-6.14478,16.856,0.117,16.093,1.133,,,,,,,,,,,13.972,0.025,13.397,0.032,13.277,0.04,AAA-222-111-000-0-0,7.4,13.232,0.025,13.284,0.034,12.342,,8.383,,15.5485,0.00210546,0.018,gaiaj,splin,4474.0,175.0,4.55602,0.248794,,,0.731647,0.0798095,0.701771557,0.0839285,1.79181,0.586361,DWARF,0.193233237,0.042156525,595.005,,0.0337,,23.0,0.212349936,,,,0.31637646872386477,2.45931346E8,348.4191,-11.648892,245931346,GO19067_LC|GO19068_LC,1.5521556247608947E-4,1635721458409799680,Gaia DR2 2413437647990577664,2413437647990577664,865368025,2015.5,348.41922175165575,0.04914767560624639,-11.648872343712366,0.03428010603956351,1.8781307776246645,0.055121711740585826,34.072433,28.81319910331556,0.08460494765030634,1.5588300331562295,0.0661664373438053,0.036621124,0.52578026,-0.10292935,-0.27074453,-0.15488413,-0.10814859,-0.08919525,-0.024667798,-0.35215577,0.09220083,153,0,151,2,-0.9799545,129.27089,0.0,0.0,31,false,11.3664255,1.5027551246966004,0.011772601682299495,-0.068533756,17,10,0.08191235,0,17,false,146,10090.051399825825,6.878732961597868,1466.8474,15.678633,15,4162.797786827325,25.22429236517986,165.0313,16.302925,15,8583.956354438014,21.984039725202653,390.4631,14.927701,1.2632992,0,1.3752241,0.6242924,0.75093174,,,0,,,,NOT_AVAILABLE,62.17528212190201,-62.32793141154681,344.79857580242185,-6.14490349469347,100001,4803.75,4599.5166,5000.0835,0.054,0.004,0.3663,0.081,9.0E-4,0.1935,200111,0.52238417,0.48216566,0.5698052,416.2928032097681,0.13091707,0.12258645,0.13924769,http://geadata.esac.esa.int/data-server/datalink/links?ID=2413437647990577664,,1.5521556247570617E-4
50,404244656,348.199186,-11.804294,12.9816,-3.1455,14.895,STAR,2mass,20180610,,,391-134535,23124780-1148154,,J231247.81-114815.4,2413059824012502016,7401454,,tmgaia,2.28227,2.28226,hsoy,,,,61.628575,-62.25084,344.537936,-6.20348,16.664,0.036,15.692,1.133,,,,,,,,,,,14.216,0.03,13.663,0.029,13.571,0.043,AAA-222-111-000-0-0,55.3,13.653,0.025,13.698,0.038,11.961,,8.996,,15.3987,0.00192629,0.02,gaiaj,,5006.0,180.0,,,,,,,,,,,DWARF,,,,,,,,,,,,0.09430009497612904,2.45928235E8,348.19916,-11.8043,245928235,GO19067_LC|GO19068_LC,3.2974874987923966E-5,1635721458409799680,Gaia DR2 2413059828307605120,2413059828307605120,279311930,2015.5,348.1992168532843,0.047535138325975695,-11.804307238355179,0.04133880559839607,1.1062457239182477,0.05433279677057931,20.360552,12.351138597069863,0.10389323145409735,-3.573280384398508,0.08598793585904971,-0.023468856,0.27014428,0.2237995,-0.20075254,-0.3757418,-0.14841501,-0.05000539,-0.08968859,-0.100797966,0.13634747,111,0,110,1,0.33645594,109.26553,0.0,0.0,31,false,14.165924,1.5583682117619155,0.010032312725807962,-0.040761925,13,9,0.10138215,0,13,false,108,11798.73968622241,7.873900715887608,1498.4618,15.508777,12,5587.432993128688,26.36285992755832,211.94336,15.983357,13,8851.428491725987,27.861796534340296,317.69052,14.894386,1.223763,0,1.0889711,0.47458076,0.6143904,,,0,,,,NOT_AVAILABLE,61.62859062615656,-62.25087205509695,344.53797408947685,-6.203513256763397,100001,5024.5,4945.24,5518.3,0.154,0.0974,0.294,0.086,0.0504,0.1534,200111,0.8534655,0.7075564,0.88104254,523.2101762955142,0.41825202,0.37363142,0.46287262,http://geadata.esac.esa.int/data-server/datalink/links?ID=2413059828307605120,,3.297487497585102E-5
45,4579900,348.333742,-11.818213,-7.78039,-25.6927,14.907,STAR,2mass,20180610,,,391-134550,23132009-1149055,,J231320.08-114906.1,2413012098335493120,7401790,,tmgaia,2.28252,2.24165,hsoy,,,,61.775877,-62.364217,344.65435,-6.267887,17.481,0.167,16.194,1.133,,,,,,,,,,,13.958,0.026,13.276,0.034,13.224,0.03,AAA-222-111-000-0-0,35.4,13.126,0.024,13.176,0.032,11.933,,8.755,,15.6044,0.00217754,0.019,gaiaj,,4295.0,173.0,,,,,,,,,,,DWARF,,,,,,,,,,,,0.41030046079799115,2.4592793E8,348.3337,-11.818319,245927930,GO19067_LC|GO19068_LC,2.060248051300902E-4,1635721458409799680,Gaia DR2 2413012102631006592,2413012102631006592,452205499,2015.5,348.3336818253868,0.07370525807208202,-11.818410426250823,0.0445634016550948,2.085501371348932,0.08205581484026926,25.415644,-7.80091380695869,0.09725386619720512,-20.4587990821014,0.08790635137659919,0.10024881,0.72696024,0.04147873,-0.34376523,-0.07325794,-0.24902967,-0.19975534,-0.041158713,-0.24246936,0.23151882,114,0,114,0,-1.6724695,85.55559,0.0,0.0,31,false,11.353559,1.4584606373235007,0.01406091240260557,-0.005721655,13,8,0.10209739,0,13,false,113,9496.711416168944,5.791731490656877,1639.7017,15.744432,13,3595.8800683330114,20.58688133603359,174.66852,16.461876,12,8572.00729024536,22.838354123681476,375.33383,14.929214,1.2812738,0,1.5326624,0.71744347,0.8152189,,,0,,,,NOT_AVAILABLE,61.77546056675051,-62.36428974525774,344.6542326453513,-6.2680546681531855,100001,4442.0,4284.99,4656.8203,0.321,0.1976,0.5918,0.1477,0.0779,0.292,200111,0.56855345,0.5173083,0.6109824,346.25124185154124,0.11338393,0.104087636,0.12268022,http://geadata.esac.esa.int/data-server/datalink/links?ID=2413012102631006592,,2.0602480513719318E-4
65,4520701,347.934092,-11.719952,0.762988,-37.4188,14.925,STAR,2mass,20180610,,,,23114418-1143117,,J231144.18-114312.1,2413070887848284032,,,tmgaia,2.24054,2.24053,hsoy,,,,61.438151,-61.992886,344.330949,-6.024287,18.104,0.162,,,,,,,,,,,,,13.589,0.026,13.025,0.028,12.799,0.031,AAA-222-111-000-0-0,17.4,12.712,0.023,12.58,0.029,12.216,,8.031,,15.8771,0.00257734,0.018,gaiaj,,3820.0,168.0,,,,,,,,,,,DWARF,,,,,,,,,,,,0.06255080645233775,2.45929941E8,347.93408,-11.719939,245929941,GO19067_LC|GO19068_LC,1.6610768963781905E-4,1635721458409799680,Gaia DR2 2413070892143377664,2413070892143377664,589963209,2015.5,347.93408613931393,0.6225061666531424,-11.720118008536396,0.4646768235977119,4.753699084161849,0.6240879189771315,7.6170344,5.154094355971439,1.184221579807395,-38.06802984523391,0.8465722991033324,0.01367642,0.366045,0.2853253,-0.38193664,-0.13736671,-0.32686543,-0.2135261,-0.10613861,-0.20179082,0.05138083,130,0,130,0,83.00566,11375.809,3.610728002438785,711.4981605146099,31,false,0.075914524,1.0402973650753078,0.11765417093601971,-0.058239993,15,9,1.0717163,0,15,true,130,6951.464460240077,51.85384406650357,134.0588,16.083176,13,2004.6055837826311,10.96628531794259,182.79713,17.096315,13,8450.632755898685,46.614105713419534,181.28917,14.944697,1.5040339,0,2.151618,1.0131397,1.1384783,,,0,,,,NOT_AVAILABLE,61.43786101946366,-61.99298161239988,344.33089342810274,-6.024445940651196,102001,3591.0,3492.0,3900.8699,,,,,,,,,,,108.27653914861409,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=2413070892143377664,,1.661076896394025E-4
122,4582442,348.52301,-11.496232,-8.51339,-17.2071,14.937,STAR,2mass,20180610,,,393-135101,23140552-1129464,,J231405.51-112946.5,2413447023903746176,7402216,,tmgaia,2.24053,2.24053,hsoy,,,,62.569139,-62.315015,344.952805,-6.044323,18.183,0.162,16.407,0.332,,,,,,,,,,,13.819,0.028,13.131,0.032,12.972,0.038,AAA-222-111-000-0-0,61.7,12.811,0.023,12.791,0.028,11.846,0.292,8.598,,15.7496,0.00237989,0.019,gaiaj,,4001.0,170.0,,,,,,,,,,,DWARF,,,,,,,,,,,,0.1167610677215673,2.45934421E8,348.52304,-11.496217999999999,245934421,GO19067_LC|GO19068_LC,8.230432371089396E-5,1635721458409799680,Gaia DR2 2413447028199202688,2413447028199202688,296411046,2015.5,348.52296866680626,0.051217504869175985,-11.49630364796842,0.041334673594041964,3.169060638346089,0.05807795185319501,54.56564,-11.942158195215159,0.10304858729299911,-15.647460404762574,0.0764443094667661,0.15282598,0.29995736,-0.06602922,-0.23333019,-0.011714947,-0.15509528,-0.15373467,0.057487145,-0.3707796,0.055585343,133,0,133,0,1.5033898,152.84091,0.09075244928842338,0.5036019833098173,31,false,8.823107,1.4191594394074851,0.013181087647062138,-0.07054637,15,9,0.09788245,0,15,false,130,8144.859277275524,6.190655121220374,1315.67,15.911157,12,2564.384895717061,17.597336480181728,145.72574,16.82893,14,8334.931349803803,20.454897400350955,407.47852,14.959665,1.3381835,0,1.8692646,0.91777325,0.95149136,,,0,,,,NOT_AVAILABLE,62.5689632999051,-62.315026561561226,344.9527538528108,-6.044382123506939,100001,4207.643,3865.0,4853.6167,0.3817,0.2239,0.561,0.2087,0.119,0.2931,,,,,289.8193268888171,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=2413447028199202688,,8.230432370154154E-5
0,5738930,348.025888,-12.086764,33.3159,4.20386,14.985,STAR,2mass,20180610,,,390-138745,23120620-1205123,,J231206.24-120512.2,2412978563231124096,7401058,,tmgaia,2.22848,2.22847,hsoy,,,,60.924277,-62.284346,344.269694,-6.396994,,,16.304,0.03,,,,,,,,,,,14.006,0.028,13.435,0.033,13.239,0.043,AAA-222-111-000-0-0,9.3,13.238,0.027,13.356,0.037,12.041,,7.814,,15.7029,0.0023123,0.019,gaiaj,,4231.0,172.0,,,,,,,,,,,DWARF,,,,,0.0353,,,,,,,0.13896344655916398,2.45922798E8,348.02588,-12.086725999999999,245922798,GO19067_LC|GO19068_LC,1.4012793308069938E-4,1635721458409799680,Gaia DR2 2412978567526328448,2412978567526328448,91356808,2015.5,348.02602172896485,0.05681956654389236,-12.086713636294057,0.042035491534837016,1.527783077980214,0.06328458362069278,24.141474,34.26957207199997,0.10172632991888643,3.845107634288654,0.07694972627704207,0.014241242,0.44780535,0.2121782,-0.37563047,-0.13649015,-0.20661087,-0.0529589,-0.18844861,-0.4085852,0.09141148,125,0,125,0,0.120020404,121.19664,0.0,0.0,31,true,10.343738,1.465929627691818,0.011396395296122942,-0.036576185,14,10,0.097370826,0,15,false,124,8671.99711640589,5.634852621620624,1538.9927,15.843068,14,3314.304216060142,11.936044333987399,277.6719,16.550407,15,7761.895351725585,11.111123862636193,698.56976,15.037001,1.2772374,0,1.5134068,0.7073393,0.80606747,,,0,,,,NOT_AVAILABLE,60.92453116174049,-62.28442049024625,344.26985002385953,-6.397007632793293,100001,4385.0,4320.1797,4442.0,0.666,0.509,1.043,0.3525,0.2579,0.538,200111,0.7706637,0.75101215,0.7939634,436.9115240960074,0.19783488,0.18035637,0.21531339,http://geadata.esac.esa.int/data-server/datalink/links?ID=2412978567526328448,,1.4012793309370442E-4
147,4610911,348.944979,-11.31074,8.62722,-6.12302,15.015,STAR,2mass,20180610,,,394-128680,23154679-1118386,,J231546.80-111838.8,2413427610651874304,7403170,,tmgaia,2.22029,2.22029,hsoy,,,,63.436601,-62.525273,345.408584,-6.035966,17.505,-0.114,16.467,0.115,,,,,,,,,,,13.997,0.028,13.436,0.036,13.198,0.039,AAA-222-111-000-0-0,24.1,13.229,0.024,13.288,0.03,12.44,,8.277,,15.7591,0.00239388,0.019,gaiaj,,4100.0,171.0,,,,,,,,,,,DWARF,,,,,,,,,,,,0.035456168268639,2.45938214E8,348.94498,-11.31073,245938214,GO19067_LC|GO19068_LC,4.668756110881097E-5,1635721458409799680,Gaia DR2 2413427610651874304,2413427610651874304,1349988221,2015.5,348.9450121747015,0.04689086400390381,-11.310773488847307,0.043931560854124335,1.7775912975178785,0.056207478196786224,31.62553,6.614085517427791,0.0971019356837678,-6.4204231209815905,0.07741169759655141,0.19182886,0.28603342,0.13256702,-0.28180948,-0.13456255,-0.17895575,-0.120897666,-0.1637723,-0.34830642,0.16863324,140,0,137,3,-0.47035968,123.86402,0.0,0.0,31,false,9.700877,1.469285053709012,0.010341633676860721,0.06494235,16,10,0.09518784,0,16,false,136,8214.125214615717,5.3443299931290404,1536.9794,15.901962,15,3051.9515601308785,17.075543140850204,178.73233,16.639944,16,7553.1860591832565,40.93967060724439,184.49553,15.066594,1.2910855,0,1.57335,0.7379818,0.83536816,,,0,,,,NOT_AVAILABLE,63.43658861891601,-62.52531973712044,345.40861551017025,-6.036018322806577,100001,4342.36,4189.63,4581.32,,,,,,,200111,0.6639122,0.59645957,0.7131993,425.90052655053955,0.14119497,0.13153945,0.15085049,http://geadata.esac.esa.int/data-server/datalink/links?ID=2413427610651874304,,4.668756110788655E-5
92,4579939,348.405963,-11.646219,27.5566,-18.0474,15.061,STAR,2mass,20180610,,,392-129884,23133742-1138463,,J231337.45-113846.7,2413437712415183744,7401958,,tmgaia,2.24052,2.24052,hsoy,,,,62.162778,-62.316018,344.787591,-6.137365,17.423,0.286,16.198,1.133,,,,,,,,,,,14.145,0.028,13.556,0.032,13.437,0.043,AAA-222-111-000-0-0,30.4,13.395,0.025,13.421,0.034,11.971,,8.757,,15.7348,0.00235816,0.019,gaiaj,,4447.0,174.0,,,,,,,,,,,DWARF,,,,,,,,,,,,0.23180374511765328,2.45931391E8,348.40598,-11.646281,245931391,GO19067_LC|GO19068_LC,1.7706382602302733E-4,1635721458409799680,Gaia DR2 2413437712415183744,2413437712415183744,105576846,2015.5,348.4060797438207,0.05329780388562559,-11.64635419571551,0.04354054083482984,1.646551877698526,0.06216060574733928,26.488672,24.119183995221857,0.09819830140453284,-12.550339344829883,0.08683267322481046,0.113594815,0.4691026,-0.098693565,-0.21865584,-0.21892732,-0.1880753,-0.19185087,0.07145774,-0.14435518,0.2571336,135,0,134,1,-1.0253086,112.61197,0.0,0.0,31,false,9.368415,1.4998790949254674,0.013588263644085875,0.010281906,15,10,0.09977601,0,15,false,134,8451.091453135636,7.76114032934317,1088.8982,15.871083,14,3408.620170772197,31.734629293163657,107.41012,16.519941,12,7320.8578465333385,24.47109002958856,299.16354,15.100515,1.2695967,0,1.419426,0.6488581,0.7705679,,,0,,,,NOT_AVAILABLE,62.16269692109614,-62.316190892559526,344.78765839155045,-6.137542255270716,100001,4573.5,4420.25,4825.8833,0.215,0.063,0.3721,0.104,0.0309,0.1806,200111,0.62431383,0.56072086,0.66835415,426.335032529654,0.15363684,0.14124131,0.16603237,http://geadata.esac.esa.int/data-server/datalink/links?ID=2413437712415183744,,1.770638260341138E-4
47,4582505,348.495736,-11.808763,5.17169,2.95818,15.109,STAR,2mass,20180610,,,391-134574,23135897-1148315,,J231358.97-114831.5,2413010105470670976,7402159,,tmgaia,2.2209,2.2203,hsoy,,,,61.999636,-62.484642,344.804832,-6.321356,16.682,0.074,15.569,1.133,,,,,,,,,,,14.47,0.03,14.045,0.036,13.989,0.06,AAA-222-111-000-0-0,47.5,14.049,0.028,14.078,0.047,12.496,,8.709,,15.5823,0.00214864,0.02,gaiaj,,5634.0,188.0,,,,,,,,,,,DWARF,,,,,,,,,,,,0.06203420752874378,2.45928149E8,348.49573,-11.808779,245928149,GO19011_LC|GO19067_LC,1.1339389428977344E-5,1635721458409799680,Gaia DR2 2413010109766174848,2413010109766174848,42225973,2015.5,348.495727676364,0.058859254050075846,-11.80875511327734,0.03618345811019001,1.025196117192855,0.0626627771475113,16.360527,4.293852975646831,0.0923510882378402,4.810994776273334,0.06937557134672381,-0.0968747,0.59673774,-0.005225827,-0.3690728,-0.19671701,-0.1558077,-0.061262377,-0.080260254,-0.42097577,0.053571273,133,0,132,1,-2.802087,86.853516,0.0,8.91668328702847E-16,31,false,11.885782,1.5881462167376734,0.013471512013639013,-0.18192911,15,9,0.08730991,0,15,false,132,10063.069768043613,5.981487108568958,1682.3693,15.68154,13,5074.18231113855,13.849835986432485,366.3713,16.087973,14,7199.093085955522,20.420165273544466,352.54822,15.118726,1.2196354,0,0.96924686,0.4064331,0.56281376,,,0,,,,NOT_AVAILABLE,61.99963917938603,-62.4846310497224,344.8048423694652,-6.321354557522846,100001,5366.0,5328.3335,5501.0,,,,,,,200111,0.7249582,0.6898124,0.73524404,499.63064379259185,0.3925756,0.3413427,0.4438085,http://geadata.esac.esa.int/data-server/datalink/links?ID=2413010109766174848,,1.133938944330169E-5
